OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
1721,D1012,IAN LYNAS MEMORIAL PARK,B-RE-2613,3,ROOSEVELT DRIVE,STRETTON,4116,153.070572966638,-27.6122521218573,98.298757036715,582.984333188674
1722,D1013,PRESIDENTIAL PARK,B-RE-2612,5,COOLIDGE COURT,STRETTON,4116,153.071913556657,-27.613499575299,193.789502304899,1082.74687637049
1723,D1014,NEILL PARK,B-RE-2611,109A,GREER STREET,BARDON,4065,152.985428626559,-27.4629626310909,122.911481554135,556.000696554944
1724,D1015,ALAN WILLING PLACE PARK,B-RE-2610,10,BERNARRA STREET,THE GAP,4061,152.959550944459,-27.4480226924676,418.637251490341,10725.6263340869
1725,D1016,HORIZON DRIVE PARK,B-RE-2691,141,HORIZON DRIVE,MIDDLE PARK,4074,152.920990698084,-27.5511515778238,822.260942005998,36926.5951590579
1726,D1017,WILLIAM BRIAN DALEY RESERVE,B-RE-2581,67,HOGARTH ROAD,FERNY GROVE,4055,152.926554961172,-27.4083949157888,374.848742939927,7096.9183160343
1727,D0509,BRADSHAW PARK,B-RE-1495,20,LAMINGTON AVENUE,LUTWYCHE,4030,153.032345162957,-27.4195260754059,782.49760212451,16744.0976957077
1728,D0510,NORMAN AVENUE PARK,B-RE-1494,59,NORMAN AVENUE,LUTWYCHE,4030,153.032235431568,-27.4179473823042,625.27322624927,8732.14858307134
1729,D0512,MELROSE PARK,B-RE-1493,76,ROSE STREET,KALINGA,4030,153.045405218188,-27.412668268435,1218.79375604421,57094.162199268
1730,D0513,HENRY STREET PARK,B-RE-1492,69,SHAW ROAD,KALINGA,4030,153.047872830638,-27.4069336272785,403.110657921056,4015.86449731657
1731,D0514,BROOK ROAD PARK,B-RE-1491,20,TERRACE STREET,KALINGA,4030,153.040574061575,-27.4111306944091,848.026496759056,24139.4717743654
1732,D0515,GREEN CAMP ROAD PARK,B-RE-1687,60,RICKERTT ROAD,RANSOME,4154,153.171429198406,-27.4811449065737,8251.39157640661,915447.139496364
1733,D0516,ELANORA PARK,B-RE-1686,22,SAUNDERS PLACE,WYNNUM,4178,153.169613846761,-27.4292972154175,2575.15179326557,212544.786617816
1734,D0517,BAYSIDE PARK,B-RE-1685,450,ESPLANADE,MANLY,4179,153.186987318496,-27.452127412584,549.082502500518,14394.9934251003
1735,D0518,GEORGE CLAYTON PARK,B-RE-1684,55,LOWER ESPLANADE,MANLY,4179,153.184221506813,-27.4464079634512,813.691680124493,20311.1190138457
1736,D1258,COOLABAH CRESCENT PARK,B-RE-2066,27A,COOLABAH CRESCENT,BRIDGEMAN DOWNS,4035,152.997526538,-27.3689335569999,4067.77083028626,98146.3414645735
1737,D1259,RADLEY STREET PARK,B-RE-2065,28,RADLEY STREET,VIRGINIA,4014,153.064026766589,-27.3655120068083,141.070287243462,1233.19473397544
1738,D1260,ENBROOK PARKLAND,B-RE-2064,50,WHITBY STREET,BRACKEN RIDGE,4017,153.029336175912,-27.3308509485862,1105.32920196418,51234.67255274
1739,D1261,BARCOORAH STREET PARK,B-RE-2063,88,BARCOORAH STREET,WESTLAKE,4074,152.906265822236,-27.5518682069126,3000.10287842337,104162.558764336
1740,D0699,HERCULES STREET PARK,B-RE-1542,40,REMORA ROAD,HAMILTON,4007,153.069860938804,-27.4386627887084,533.476341793176,17309.2324979401
1741,D0700,SANDRINGHAM STREET PARK,B-RE-1541,22,SANDRINGHAM STREET,MANSFIELD,4122,153.109579427291,-27.5433771738422,199.920411108312,1411.38383083912
1742,D0701,BRIDGE STREET PARK,B-RE-1540,39,BRIDGE STREET,RED HILL,4059,153.000625311,-27.448378681,1006.28908599553,14200.5833205653
1743,D0702,SEDGEMOOR STREET PARK,B-RE-1539,1,WOODWARD STREET,STAFFORD HEIGHTS,4053,153.005330790174,-27.398747977326,147.410589389207,1348.72301279576
1744,D0703,MANGO STREET PARK,B-RE-1538,14,MANGO STREET,RUNCORN,4113,153.08109520032,-27.5953689931038,105.896477125016,700.640201439104
1745,D0704,BOWHILL ROAD PARK,B-RE-1537,300,BOWHILL ROAD,WILLAWONG,4110,152.995621049641,-27.5866693626107,2026.27761125542,169329.446762061
1746,D0705,SANANANDA STREET PARK,B-RE-1536,961,CENTENARY HIGHWAY,DARRA,4076,152.943439199857,-27.5726042503648,1323.43062236091,91396.9088643146
1747,D0706,DASH STREET PARK,B-RE-1657,32,DUGGAN STREET,KEPERRA,4054,152.955452428281,-27.4090919805399,1063.09106132069,35323.0441004541
1748,D0707,TAYLOR BRIDGE RESERVE,B-RE-1656,9,HONOUR AVENUE,CHELMER,4068,152.972840522441,-27.5065206123631,460.641858240497,5139.69997644773
1749,D0709,ANSTEAD BUSHLAND RESERVE,B-RE-1655,552,HAWKESBURY ROAD,ANSTEAD,4070,152.857053155661,-27.5464856411947,6683.90039851957,1058784.55073371
1750,D0711,HAROLD KIELLY PARK,B-RE-2508,508,BRACKEN RIDGE ROAD,BALD HILLS,4036,153.021723157873,-27.3108698537682,958.210800192897,43666.0342087454
1751,D0713,ROGHAN ROAD PARK (NO. 2105),B-RE-2507,2105,ROGHAN ROAD,BRIDGEMAN DOWNS,4035,152.99456196973,-27.3336351298066,997.885171950057,12437.508467865
1752,D0714,VALMAR STREET PARK,B-RE-2506,61,VALMAR STREET,UPPER MOUNT GRAVATT,4122,153.091688473376,-27.5444448017731,251.747779622695,2274.75221452414
1753,D0715,WISHART ROAD PARK,B-RE-2505,9,VALMAR STREET,UPPER MOUNT GRAVATT,4122,153.090795436647,-27.5464740845251,484.775703138189,5317.93049503918
1754,D0716,CHARLES FRASER PARK,B-RE-2504,14,MANCHESTER STREET,EIGHT MILE PLAINS,4113,153.092536822664,-27.5748953157101,292.882466421828,3536.88145535373
1755,D0717,WATERWORKS ROAD PARK (NO. 1174),B-RE-2503,1174,WATERWORKS ROAD,THE GAP,4061,152.940892306368,-27.4440242483796,177.068223213648,1565.75913583847
1756,D0718,FERGUSON PARK (BRACKEN RIDGE),B-RE-2502,201,BARRETT STREET,BRACKEN RIDGE,4017,153.036850564974,-27.3179989157934,903.638750224041,22454.6213051936
1757,D1018,FIG TREE COMMON PARK,B-RE-2580,26,ERROGIE PLACE,FIG TREE POCKET,4069,152.954474740917,-27.524914421301,304.942707253252,3890.49098665433
1758,D1019,GUM NUT NOOK,B-RE-2579,27,BOULTING STREET,MCDOWALL,4053,152.984551234871,-27.3835780801375,165.16978533511,1693.16616748775
1759,D1020,UPPER BROOKFIELD ROAD PARK (NO. 590),B-RE-2578,590,UPPER BROOKFIELD ROAD,UPPER BROOKFIELD,4069,152.86083326087,-27.4743296320886,276.23155794106,2196.97111528862
1760,D1021,SETTLERS STREET PARK,B-RE-2577,14,SCRUB ROAD,CARINDALE,4152,153.119197393207,-27.4996019581655,1907.76798530342,39324.212423852
1761,D1022,KARHULA PARK,B-RE-2576,34,DEMIGRE STREET,EIGHT MILE PLAINS,4113,153.082571625488,-27.5851714009293,356.902295864145,4463.05912869731
1762,D1023,ISAAC BEST PARK,B-RE-2575,24,DAVID STREET,BRACKEN RIDGE,4017,153.021013413706,-27.3191510306262,531.709386513604,15926.6766063476
1763,D1024,ALGESTER ROAD PARK,B-RE-2574,114,ALGESTER ROAD,CALAMVALE,4116,153.043627141128,-27.6096190150985,628.906977205384,9550.36090655407
1764,D1025,BELLWOOD STREET PARK,B-RE-2573,190,BELLWOOD STREET,SINNAMON PARK,4073,152.944432704075,-27.556761756924,1790.75722822143,43083.3739194492
1765,D1026,HIGHGROVE COURT PARK,B-RE-2572,14,INWOOD PLACE,THE GAP,4061,152.937751572935,-27.4323719863345,376.787826482386,5260.00372442646
1766,D1027,KENMORE ROAD PARK,B-RE-2571,287F,KENMORE ROAD,FIG TREE POCKET,4069,152.954066099556,-27.5290059721306,360.084401758783,5288.75999482521
1767,D1028,KAKOOGUN KIN-DAPIN RESERVE,B-RE-2570,45,KOORINGAL ESPLANADE,KOORINGAL,4025,153.419901708459,-27.3527877264202,471.280705065841,11707.1433949121
1768,D1029,PFINGST ROAD PARK,B-RE-2569,53,PFINGST ROAD,WAVELL HEIGHTS,4012,153.043207131,-27.398405296,800.993646395716,7121.68740680171
1769,D1030,PERROTT STREET PARK,B-RE-2568,60,TOOTH AVENUE,PADDINGTON,4064,152.991022407244,-27.4581728603595,118.836357049538,722.536930756603
1770,D1031,KANGAROO GULLY ROAD PARK,B-RE-2360,147,KANGAROO GULLY ROAD,BELLBOWRIE,4070,152.877076180946,-27.5632737746378,1028.81342849352,21537.5916753836
1771,D1032,SYMONS ROAD PARK,B-RE-2584,11,NORMANDY STREET,SUNNYBANK HILLS,4109,153.05722206963,-27.5957998139256,271.71906882824,3178.91628679303
1772,D1033,TUCKETT STREET PARK,B-RE-2583,26,CHADSTON CLOSE,KENMORE HILLS,4069,152.925538762537,-27.5036786694447,1913.70910355478,58093.4909105917
1773,D1034,BENNETT'S BUSHLAND PARK,B-RE-2582,54,FITZGERALD STREET,MORNINGSIDE,4170,153.067464123346,-27.477433472086,877.913130321622,38891.3893885055
1774,D1035,GRAHAM LORD PARK,B-RE-2531,7,NEWNHAM ROAD,MOUNT GRAVATT EAST,4122,153.093477385845,-27.5327906060439,411.439667510532,6544.32192433766
1775,D0520,WYNNUM MUNICIPAL RESERVE,B-RE-1683,245,TINGAL ROAD,WYNNUM,4178,153.16911996505,-27.4411782171525,786.019364453266,17426.163395382
1776,D0521,ERIC SHAW PARK,B-RE-1682,64,SELINA STREET,WYNNUM,4178,153.164235323617,-27.4368243625793,380.224567819531,8819.06437346915
1777,D0522,WYNNUM GOLF LINKS PARK,B-RE-1434,38,STRADBROKE AVENUE,WYNNUM,4178,153.161415670742,-27.4467650407868,2466.7017712481,301743.231747345
1778,D0523,MORETON BAY LIONS PARK,B-RE-1433,20,BARNHAM STREET,WYNNUM,4178,153.169727448466,-27.4518220909104,290.469768481292,4155.98547041286
1779,D0524,WYNNUM MEMORIAL PARK,B-RE-1432,105,BUDERIM STREET,WYNNUM,4178,153.174601960102,-27.452823887609,1321.37782381122,59914.3883367058
1780,D0525,RICHARD RUSSELL PARK,B-RE-1431,184,CARLTON TERRACE,MANLY,4179,153.183079712,-27.455752315,384.51454415564,3177.45886229095
1781,D0526,HARMAN'S PARK,B-RE-1430,38,CURTIS STREET,MANLY,4179,153.18050616965,-27.4602972109466,902.056409406178,44377.9220284114
1782,D0527,WONDALL ROAD PARK,B-RE-1429,79,WONDALL ROAD,WYNNUM WEST,4178,153.164254159204,-27.4565624659767,699.024606972992,12733.27047041
1783,D0528,STANNARD ROAD PARK,B-RE-1428,55,STANNARD ROAD,MANLY WEST,4179,153.168754626828,-27.4605855539392,1005.31431229961,28200.2948329871
1784,D0529,HEERS PARK,B-RE-1427,202,WONDALL ROAD,MANLY WEST,4179,153.161829702041,-27.464044033952,2554.17587816727,67638.659642962
1785,D0530,LOTA CAMPING RESERVE,B-RE-1426,710,THE ESPLANADE,LOTA,4179,153.192154053527,-27.4656966979214,1255.68448318283,26562.9542702709
1786,D0532,ED DEVENPORT ROTARY PARK,B-RE-1425,33,BELTANA STREET,LOTA,4179,153.1895016614,-27.4692031411162,1377.82316614407,35384.876290094
1787,D0533,LOTA CREEK RESERVE,B-RE-1424,58,BELTANA STREET,LOTA,4179,153.188578906265,-27.4726694005,765.321278881907,18432.2157472971
1788,D0534,COX PARK,B-RE-1423,64,RICHARD STREET,LOTA,4179,153.185167510298,-27.4691629900797,599.826220740552,18301.8470445914
1789,D1262,ROGHAN ROAD PARK (NO. 354),B-RE-2062,354,ROGHAN ROAD,TAIGUM,4018,153.038766462706,-27.3440471270025,2365.47364868566,35941.6832311263
1790,D1263,KURILPA POINT PARK,B-RE-2061,11,MONTAGUE ROAD,SOUTH BRISBANE,4101,153.015616127,-27.469615238,1805.28405132778,14906.6175957012
1791,D1264,TUCKEROO PARK,B-RE-2060,1553,NUDGEE ROAD,NUDGEE BEACH,4014,153.103684040624,-27.3666101147741,7744.26473144858,539709.359110483
1792,D1267,NORTHVIEW OUTLOOK PARK,B-RE-2059,12,NORTHVIEW OUTLOOK,MOOROOKA,4105,153.032166611934,-27.5261643076887,167.918653014398,1712.82394822319
1793,D1268,ROBINSON PARK (TINGALPA),B-RE-2058,59,BOGNOR STREET,TINGALPA,4173,153.148761145852,-27.4695981815098,847.499748366314,30774.5569775423
1794,D1269,MONTEREY CIRCUIT PARK,B-RE-2057,45,MONTEREY CIRCUIT,TINGALPA,4173,153.144827741624,-27.469106019949,241.496823578074,3506.35774256832
1795,D1270,VALLELY STREET PARK,B-RE-2107,51,VALLELY STREET,ANNERLEY,4103,153.028967960251,-27.5125793426387,286.43572018781,4980.33411771634
1796,D1271,TALLTREES STREET PARK,B-RE-2106,17,TALLTREES STREET,BRACKEN RIDGE,4017,153.045789862989,-27.3287878948808,194.442329398354,2096.97221282182
1797,D1272,JACARANDA STREET PARK,B-RE-2105,46,JACARANDA STREET,WYNNUM WEST,4178,153.148772839786,-27.4542673122618,624.449604187694,10668.1390226457
1798,D1273,ALPINIA PLACE PARK,B-RE-2104,100,KAMERUKA STREET,CALAMVALE,4116,153.054541239986,-27.6233203555732,697.919707316804,15073.7899710577
1799,D1274,BRADFORD STREET PARK (NO. 21),B-RE-2103,21,BRADFORD STREET,DARRA,4076,152.954971848843,-27.5590206124629,197.563708774088,1790.08200390138
1800,D1275,BRADFORD STREET PARK (NO. 5),B-RE-2102,5,BRADFORD STREET,DARRA,4076,152.955616150156,-27.5591050278312,110.475454817637,753.351000812539
1801,D1276,LAMBERTIA CLOSE PARK,B-RE-2101,12,LAMBERTIA CLOSE,MOUNT GRAVATT EAST,4122,153.094094416553,-27.5188303323591,1322.27449123577,41451.7805007255
1802,D1277,BANGALOW STREET PARK (NO. 192),B-RE-2100,192,BANGALOW STREET,BRIDGEMAN DOWNS,4035,153.00130310859,-27.3651541140279,395.520552452782,5087.96554869212
1803,D0719,MOGGILL ROAD PARK (NO. 3777),B-RE-2501,3777,MOGGILL ROAD,MOGGILL,4070,152.86024338245,-27.5871379205145,1129.27100300658,45794.7418034521
1804,D0720,DELBRIDGE PARK,B-RE-1593,526,BLUNDER ROAD,DURACK,4077,152.986945831977,-27.588731860456,893.331689985771,28816.814925693
1805,D0721,MURNA STREET PARK,B-RE-1592,5,MURNA STREET,JINDALEE,4074,152.932695137698,-27.5295775180492,154.358607438175,907.135278403177
1806,D0723,CARINDALE RECREATION RESERVE,B-RE-1590,44,BEDIVERE STREET,CARINDALE,4152,153.110565146859,-27.497933948395,2025.67634224821,203257.008437753
1807,D0724,WESTERN OUTLOOK PARK,B-RE-1589,91,DAVROD STREET,ROBERTSON,4109,153.057392804649,-27.5639135297774,164.016721121255,1746.59687762108
1808,D0725,WISHART COMMUNITY PARK,B-RE-1588,45,MAIBRY STREET,WISHART,4122,153.102255084698,-27.5641874653987,2418.91902352604,113703.764066694
1809,D0727,FRANK SLEEMAN PARK,B-RE-1587,39,ZILLMERE ROAD,BOONDALL,4034,153.059146764,-27.3610108619999,1470.7549430964,34534.9843825632
1810,D0728,SCURR PARK,B-RE-1586,1090,CAVENDISH ROAD,MOUNT GRAVATT EAST,4122,153.089332858308,-27.5263705958188,522.332384825801,5538.96839419417
1811,D0729,WHATMORE STREET PARK,B-RE-1585,2,WHATMORE STREET,CARINA HEIGHTS,4152,153.096832836522,-27.4994895712261,2224.9701781454,105660.966973546
1812,D0730,BERYL ROBERTS PARK,B-RE-1584,63,BARODA STREET,COOPERS PLAINS,4108,153.04380332855,-27.5664560662218,2608.19562364794,135937.148546641
1813,D0731,SHEOAK STREET PARK,B-RE-1583,11,SHEOAK STREET,MIDDLE PARK,4074,152.924656574951,-27.5567650139766,141.794397562208,1252.81164113466
1814,D0732,THYNNE ROAD PARK,B-RE-1582,580,WYNNUM ROAD,MORNINGSIDE,4170,153.070277240008,-27.4691090018507,112.513026364034,533.429567721966
1815,D1036,BOORALA CRESCENT PARK,B-RE-2530,8,NARMAR COURT,EIGHT MILE PLAINS,4113,153.096534791005,-27.568345452848,179.316672346856,2040.0770954386
1816,D1037,MERRICK STREET PARK,B-RE-2529,18,MERRICK STREET,WISHART,4122,153.099661167344,-27.5563417377829,236.884373903918,2418.0686697594
1817,D1039,ALEXANDER SMITH PLACE,B-RE-2528,63,GREY STREET,SOUTH BRISBANE,4101,153.017191247973,-27.4727880754575,196.805561159433,1618.93127129516
1818,D1040,RIVERSTON COURT PARK (ROAD RESERVE),B-RE-2527,,RIVERSTON COURT,CARINDALE,4152,153.101180499129,-27.5137964182227,182.821557539688,2103.49312004768
1819,D1041,PIKE PLACE PARK,B-RE-2608,9A,BROOKFIELD ROAD,KENMORE,4069,152.939653977961,-27.5071713848325,58.8504900437559,216.75277863178
1820,D1042,BUNDARA PARK,B-RE-2607,36,BALVENIE STREET,KEPERRA,4054,152.93915421203,-27.4182990604793,300.768067508693,4297.67579167619
1821,D1043,TRISTANIA WAY PARK,B-RE-2606,1,WISTERIA CRESCENT,MOUNT GRAVATT EAST,4122,153.090648644101,-27.5222614705538,1695.45117634634,58986.1012339419
1822,D1044,SETTLERS PARK,B-RE-2605,63,GLEN ROSS ROAD,SINNAMON PARK,4073,152.941953615142,-27.552697374075,458.222597923055,6320.26108246389
1823,D1045,MACULATA DRIVE PARK,B-RE-2604,47,MACULATA DRIVE,CHAPEL HILL,4069,152.942447349795,-27.5042213177207,733.438598789596,15987.1410358319
1824,D1047,GLENAVON STREET PARK,B-RE-2603,180,GLENAVON STREET,BELMONT,4153,153.122323077888,-27.4871164281258,558.650253911851,6645.85794472126
1825,D1048,FAVERSHAM STREET PARK,B-RE-2602,35,FAVERSHAM STREET,WOOLLOONGABBA,4102,153.038863630395,-27.496402953804,146.337704300461,1099.49501030681
1826,D1050,HUDSON ROAD PARK,B-RE-2601,37A,HUDSON ROAD,ALBION,4010,153.041272750913,-27.4307697045493,86.6544211317793,185.572585742528
1827,D1051,KELSEY STREET PARK (NO. 41A),B-RE-2600,41A,KELSEY STREET,COORPAROO,4151,153.0674310404,-27.4992441073624,313.347351497659,4599.46686020883
1828,D1052,PROUT ROAD PARK,B-RE-2599,105,PROUT ROAD,BURBANK,4156,153.147071782302,-27.5360242936193,8049.97834790425,2264201.40157954
1829,D1053,THE JOHNSON FLORA RESERVE,B-RE-2598,78,LINDFIELD CIRCUIT,ROBERTSON,4109,153.050207590797,-27.5650553558931,316.393909528096,4951.9122125524
1830,D1055,CATANIA STREET PARK,B-RE-2597,39,CATANIA STREET,WISHART,4122,153.100115422018,-27.5460338299182,416.919707911718,7126.91178080071
1831,D1056,HENDERSON STREET PARK (NO. 6-14),B-RE-0033,29,HOWARD STREET,OXLEY,4075,152.972855035162,-27.549836654408,627.931990833607,10182.628626541
1832,D1057,STRATHBURN STREET PARK,B-RE-2596,163,CLIVEDEN AVENUE,OXLEY,4075,152.972419881338,-27.5484488881507,1006.89053240197,18791.988282625
1833,D1058,UPPER BROOKFIELD ROAD PARK (NO. 901),B-RE-2595,901,UPPER BROOKFIELD ROAD,UPPER BROOKFIELD,4069,152.834630761012,-27.4721990572799,439.403222248697,6165.61557404739
1834,D1059,WILHELMINE KRUGER PARK,B-RE-2594,7,TENALGA COURT,NUDGEE,4014,153.085547022884,-27.3752974748668,266.471213379384,3352.66430468704
1835,D1060,LINDSAY EVANS MEMORIAL PARK,B-RE-2593,21,CELICA STREET,RUNCORN,4113,153.07570257918,-27.6023616156734,336.363947752042,3137.28519184572
1836,D1061,GEMSTONE CRESCENT PARK,B-RE-2592,220,WATSON ROAD,ACACIA RIDGE,4110,153.016061717363,-27.5921484941737,1528.95540397249,43003.7100149273
1837,D1062,MURDOCH CIRCUIT PARK,B-RE-2591,291,BRADMAN STREET,ACACIA RIDGE,4110,153.036964472678,-27.5903160062022,432.967101579297,3687.25402492008
1838,D0536,HERBERT STREET PARK,B-RE-1422,66A,HERBERT STREET,LOTA,4179,153.178847442468,-27.4719010269649,3631.21374757448,234987.276019178
1839,D0538,JOHN BRIGHT STREET PARK,B-RE-1421,40,JOHN BRIGHT STREET,MOOROOKA,4105,153.018326111,-27.5454687339999,869.619403558738,9716.10299001493
1840,D0539,MURIEL AVENUE PARK,B-RE-1420,70,MURIEL AVENUE,MOOROOKA,4105,153.015864461,-27.544197426,1108.1638004821,18422.3631125142
1841,D0540,VETERANS PARK,B-RE-1419,48,ANSON STREET,MOOROOKA,4105,153.016897271783,-27.5397263289077,688.716047766978,10267.0703511066
1842,D0541,TONKS STREET PARK,B-RE-0015,355,BEAUDESERT ROAD,MOOROOKA,4105,153.019991499558,-27.5401708198243,685.280291714704,11415.2689911064
1843,D0542,ALEXANDER PARK,B-RE-1418,334,BEAUDESERT ROAD,MOOROOKA,4105,153.023581267895,-27.5389250762702,674.99092024739,28273.8075847877
1844,D0543,MOOROOKA PLAYGROUND PARK,B-RE-1417,111,BLOMFIELD STREET,MOOROOKA,4105,153.023865585809,-27.5420103942927,337.844370907151,5431.06428466515
1845,D0545,TOOHEY FOREST PARK,B-RE-1416,600,TOOHEY ROAD,NATHAN,4111,153.049144892643,-27.5412461769391,15213.5518139546,2662858.07698545
1846,D1279,THE LAKE PARKLANDS,B-RE-2099,7,BLUE LAKE COURT,FOREST LAKE,4078,152.960460669,-27.621667719,6818.81511375297,95515.9337787437
1847,D1280,AITCHESON STREET PARK (NO. 101),B-RE-2098,101,AITCHESON STREET,MOGGILL,4070,152.856435519006,-27.5839296663074,906.695254981821,17337.3503879939
1848,D1281,GOLDBERG PLACE PARK,B-RE-2097,165,ALTHORP ROAD,BRIDGEMAN DOWNS,4035,152.994985604638,-27.3710504386155,1353.39386264738,44254.6809035738
1849,D1282,CRAWFORD ROAD PARK,B-RE-2096,79,CRAWFORD ROAD,WYNNUM WEST,4178,153.147836647777,-27.4490502130778,181.990603534308,1923.74649625025
1850,D1283,MARKHAM STREET PARK,B-RE-2095,45,MARKHAM STREET,DARRA,4076,152.94274814957,-27.5747416334841,677.297095677932,8744.35800425567
1851,D1285,JUXGOLD PLACE PARK,B-RE-2094,4,JUXGOLD PLACE,CALAMVALE,4116,153.055155169295,-27.6259738308843,600.037441505265,8553.88188501386
1852,D1286,MONASH ROAD PARK (ROAD RESERVE),B-RE-2093,,MONASH ROAD,TARRAGINDI,4121,153.056880982755,-27.5345353380173,293.579770868945,2508.31907735592
1853,D1288,UPFIELD STREET PARK,B-RE-2092,1411,MT COTTON ROAD,BURBANK,4156,153.151127026602,-27.5569092901089,876.912606753577,22361.8228624792
1854,D1289,WALLAROO WAY PARK,B-RE-2091,110,WALLAROO WAY,DOOLANDELLA,4077,152.976680674115,-27.6093683197393,1676.05824049988,44458.650257351
1855,D1290,GREENFERN PLACE PARK,B-RE-2090,15,GREENFERN PLACE,FERNY GROVE,4055,152.925282305189,-27.4013461860806,288.333579379486,2568.57029034884
1856,D1291,MCGREGOR WAY PARK (NO. 14),B-RE-2089,14,MCGREGOR WAY,FERNY GROVE,4055,152.923748169836,-27.4071776481108,325.179634740629,1532.26964445091
1857,D0733,CRESTHAVEN PARK,B-RE-1581,50,BANIKA STREET,MANSFIELD,4122,153.109801872799,-27.5383958221454,2110.36250002757,153813.073971078
1858,D0734,ALTER STREET PARK,B-RE-1580,3,PLAZA STREET,WYNNUM WEST,4178,153.15784835613,-27.4568506623286,155.095263822808,1033.50050761384
1859,D0735,PHILIP VAUGHAN PARK,B-RE-1579,55,NEMIRA STREET,CARSELDINE,4034,153.009361687418,-27.3591988779053,1565.28564558849,32349.5921490709
1860,D0736,UPTON STREET PARK,B-RE-1578,25,UPTON STREET,NUNDAH,4012,153.062762117529,-27.396597949962,160.274591941737,1605.46420602277
1861,D0737,SEAFERN STREET PARK,B-RE-1577,23,FLINTSTONE STREET,SUNNYBANK HILLS,4109,153.061441476261,-27.6064800386602,187.406310283301,1999.59761633546
1862,D0738,ROBTRISH STREET PARK,B-RE-1576,31,ROBTRISH STREET,MANLY WEST,4179,153.166189541428,-27.4673995116326,201.935298654117,2467.82021169074
1863,D0739,GREY GUM PARK,B-RE-1575,822,RODE ROAD,STAFFORD HEIGHTS,4053,153.004836332399,-27.3918909369368,2255.23337633253,113017.117753067
1864,D0740,LYTTON ROAD PARK,B-RE-1574,202,LYTTON ROAD,MORNINGSIDE,4170,153.072791410395,-27.4527346624328,455.579995901209,9280.61652500094
1865,D0741,CHATEAU STREET PARK,B-RE-1573,11,CHATEAU STREET,CARSELDINE,4034,153.008318509861,-27.3465037459742,237.512923626124,3522.1006676968
1866,D0742,SUMMERGLEN PARK,B-RE-1572,14,MAPLELEAF STREET,EIGHT MILE PLAINS,4113,153.089527635752,-27.589829945545,192.507918263177,2267.77140117896
1867,D0743,CREEKSIDE STREET PARK,B-RE-2028,61,CREEKSIDE STREET,KENMORE HILLS,4069,152.917366099,-27.5035151779999,2037.70401732096,58996.3904882456
1868,D0744,MARSHALL PARK,B-RE-2484,140A,KELVIN GROVE ROAD,KELVIN GROVE,4059,153.011472303041,-27.4537103844647,316.68481106194,2492.58820730701
1869,D0745,WAL COCKING PARK,B-RE-2483,2053,MOGGILL ROAD,KENMORE,4069,152.93855538137,-27.5077282913944,102.825564673844,417.973904950596
1870,D0746,TARINGA PARADE PARK,B-RE-2462,1,TARINGA PARADE,INDOOROOPILLY,4068,152.967231225957,-27.4993102324398,117.296614364983,757.735293536525
1871,D0747,CHAPROWE ROAD PARK,B-RE-2461,22,CHAPROWE ROAD,THE GAP,4061,152.94502066682,-27.438659272669,331.078739747397,2740.69681041021
1872,D0750,FLAMETREE STREET PARK,B-RE-2460,33,FLAMETREE STREET,BRIDGEMAN DOWNS,4035,153.001736646561,-27.3490057359122,417.751985418,5986.70442261615
1873,D1063,KOOLA STREET PARK,B-RE-2590,459,BROADWATER ROAD,WISHART,4122,153.10562492394,-27.5460815099622,211.154284269846,1451.5590134882
1874,D1064,CANNES STREET PARK,B-RE-2589,16,CARINGBAH STREET,WAKERLEY,4154,153.161502432987,-27.4770102615641,165.489252029651,1598.40623264084
1875,D1066,SUCCESS STREET PARK,B-RE-2588,645,BEATTY ROAD,ACACIA RIDGE,4110,153.010434698754,-27.5850081651611,532.524368654383,9443.69230114737
1876,D1067,PARKLAND STREET PARK,B-RE-2587,25,ORANIA CRESCENT,CALAMVALE,4116,153.05446566091,-27.6215269142732,613.835154097267,17872.3431558265
1877,D1068,EDEN ELM STREET PARK,B-RE-2586,49,PARKLANDS STREET,CALAMVALE,4116,153.054580832923,-27.619625257573,561.494653821357,8597.8994198083
1878,D1069,EMMETT STREET PARK,B-RE-2585,331,WONDALL ROAD,WYNNUM WEST,4178,153.153120634402,-27.4655475556525,996.814473751005,21052.6326321579
1879,D1070,BIRKRIDGE PLACE PARK,B-RE-2559,44,BIRKRIDGE PLACE,THE GAP,4061,152.933429808475,-27.4343074754483,506.584963503811,10803.7789181798
1880,D1071,MOORGUMPIN PARK ,B-RE-2558,2A,DOROTHEY NEWNHAM STREET,COWAN COWAN,4025,153.365246745789,-27.1270021888663,241.828404610994,2803.64487085977
1881,D1072,KARAWATHA FOREST WEST,B-RE-2557,376,COMPTON ROAD,STRETTON,4116,153.068692892868,-27.6210096828089,5457.79473289963,383826.676816127
1882,D1073,REGENCY PLACE PARK (NO. 16),B-RE-2556,16,REGENCY PLACE,STRETTON,4116,153.075141985455,-27.6159650364138,859.486845060303,23784.6974313821
1883,D1075,GUS DAVIES PARK,B-RE-2555,39,CHARLOCK ROAD,BALD HILLS,4036,153.02034099895,-27.307197827812,765.369661058789,24707.1456228276
