OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
1,D1573,THOMAS PLACE PARK,B-RE-0458,151A,ANCASTER ROAD,UPPER KEDRON,4055,152.915628053,-27.41060895,811.437572576754,12271.6504281301
2,D1575,SCARLET PLACE PARK,B-RE-0457,36,SCARLET PLACE,FOREST LAKE,4078,152.971609143972,-27.611549010003,181.436083079981,975.13657425989
3,D1576,PAT RAFTER PARK,B-RE-0456,20,MEDALLION PLACE,CARSELDINE,4034,153.009132714928,-27.3416195241918,1357.93247567179,20686.559363841
4,D1578,PARKWAY PLACE PARK,B-RE-0455,6,EVERGREEN CLOSE,KENMORE,4069,152.93090520453,-27.5218287781187,297.243998403082,4274.94506164848
5,D1579,WINROCK STREET PARK,B-RE-0454,80,MCCONNELL CRESCENT,BROOKFIELD,4069,152.918997020063,-27.5105793642881,265.102156027897,2633.07045606047
6,D1582,MANLY ROAD PARK (NO. 880),B-RE-0453,880,MANLY ROAD,WAKERLEY,4154,153.145578586512,-27.4769254901762,2961.66779882831,201694.833532642
7,D1585,IPSWICH ROAD PARK,B-RE-0534,80,FACTORY ROAD,OXLEY,4075,152.986239786915,-27.5678093953975,473.719906704123,10453.3899006341
8,D1586,TALLOW WOOD PLACE PARK,B-RE-0533,2,COOLIBAH STREET,MOUNT GRAVATT EAST,4122,153.086551170164,-27.5231361455407,752.751066908009,7459.80634636253
9,D1587,BOTTLEBRUSH PLACE PARK,B-RE-0532,21,BOTTLEBRUSH PLACE,MOUNT GRAVATT EAST,4122,153.088389172,-27.522489314,1082.11347639477,17886.9913297075
10,D1591,LEWIS PLACE PARK,B-RE-0531,330,WONDALL ROAD,MANLY WEST,4179,153.156170992977,-27.465879390152,251.420577267748,3220.00396479975
11,D1592,ANTRIM STREET PARK,B-RE-0530,57,LIMERICK STREET,ACACIA RIDGE,4110,153.021938023049,-27.593882208837,464.138455201902,12401.9610730273
12,D1593,OAKMONT STREET PARK,B-RE-0529,2A,OAKMONT STREET,CARINDALE,4152,153.107440648922,-27.5249659759424,758.631972035742,2138.27613677987
13,D1594,PALATINE HILL PARK,B-RE-0528,16A,AEMILIA AVENUE,SEVEN HILLS,4170,153.068774515827,-27.4786749733141,94.6541384302159,689.936915015761
14,D1595,DICKINSON CLOSE PARK,B-RE-0527,1034,BOUNDARY ROAD,COOPERS PLAINS,4108,153.039418905751,-27.5701064909962,409.470173588557,6361.21382672878
15,D1596,OXLEY PLACE PARK (NO. 38),B-RE-0526,38,OXLEY PLACE,FOREST LAKE,4078,152.971975032201,-27.6119918954465,84.3350878884218,402.535931495697
16,D1597,MELROSE PLACE PARK (NO. 46),B-RE-0525,46,MELROSE PLACE,FERNY GROVE,4055,152.915107649773,-27.4082970991542,471.58020795563,3141.36354874942
17,D1600,MUSGRAVE AVENUE PARK,B-RE-0523,60,TELEGRAPH ROAD,BALD HILLS,4036,153.01418962594,-27.3270993252827,1909.23979428054,122300.658091796
18,D1601,OWEN STANLEY PLACE PARK,B-RE-0522,37,KOKODA STREET,DARRA,4076,152.941285572,-27.576102157,686.946116495253,7022.64300005843
19,D1602,SWINBURNE STREET PARK,B-RE-0521,79,SWINBURNE STREET,LUTWYCHE,4030,153.029266267794,-27.4220643914043,271.520404223425,1589.91819805103
20,D1603,TYRRELL COURT PARK,B-RE-0520,16,ROTHBURY PLACE,THE GAP,4061,152.935429625232,-27.4299157913845,455.45733063158,8342.58626825301
21,D1604,BRADMAN STREET PARK,B-RE-0519,161,MORDEN ROAD,SUNNYBANK HILLS,4109,153.039039963187,-27.5833997431852,430.381079574947,9619.30157327156
22,D1605,BRISBANE CORSO PARK (NO. 55 & 59),B-RE-0518,59,BRISBANE CORSO,FAIRFIELD,4103,153.022426565364,-27.5031299298609,195.222065725084,2127.55540994273
23,D1607,DENIVEN STREET PARK,B-RE-0517,112,PRATTEN STREET,CORINDA,4075,152.986045625281,-27.5495870496132,608.234870635906,15455.7854649912
24,D1608,DOLLIS STREET PARK,B-RE-0516,670,BEAUDESERT ROAD,ROCKLEA,4106,153.021642519082,-27.5548290345649,557.497491561264,12307.2735654982
25,D1609,ANSTEAD BUSHLAND RESERVE SOUTH ,B-RE-0515,410,HAWKESBURY ROAD,ANSTEAD,4070,152.854107386947,-27.5556857362199,3846.12837386053,318495.036979616
26,D1610,OLEANDER CRESCENT PARK,B-RE-0514,322,KING AVENUE,DURACK,4077,152.989051588356,-27.5940134727145,1051.23418411861,20905.4747451007
27,D1611,ALGOORI STREET PARK,B-RE-0513,121,ALGOORI STREET,MORNINGSIDE,4170,153.078532195137,-27.4627046854494,280.806115435755,4030.71093081121
28,D1612,SUNSHINE AVENUE PARK,B-RE-0512,11,SUNSHINE AVENUE,TARRAGINDI,4121,153.04269743521,-27.5162666732556,168.281113056969,1603.07218188579
29,D1613,STEVENSON STREET PARK,B-RE-0511,9,STEVENSON STREET,CALAMVALE,4116,153.046239560129,-27.6158412151618,244.511717641138,2994.646151234
30,D1615,GRANDVIEW PLACE PARK,B-RE-0510,19,GRANDVIEW PLACE,CARINDALE,4152,153.122139960937,-27.5170201414253,633.188255835843,20548.1820211012
31,D1616,LUTWYCHE ROAD PARK (NO. 725A),B-RE-0509,725A,LUTWYCHE ROAD,KEDRON,4031,153.037019986712,-27.412977936085,848.433561061461,13193.8761874966
32,D1617,GREENWAYS ESPLANADE PARK,B-RE-0508,30,GREENWAYS ESPLANADE,PARKINSON,4115,153.019955775391,-27.6365855198813,798.484620074809,41904.8018848754
33,D1618,WOODWARD PLACE PARK,B-RE-0507,89,WOODWARD PLACE,PULLENVALE,4069,152.88058767188,-27.5220843107055,2118.31297311592,61565.6450113976
34,D1619,TORQUAY CRESCENT (NO. 1695) PARK,B-RE-0506,1695,WYNNUM ROAD,TINGALPA,4173,153.135545324733,-27.4726721563256,3481.24259443914,306095.391496624
35,D1620,BURNBY ROAD PARK (NO. 99),B-RE-0505,99,BURNBY ROAD,HEMMANT,4174,153.141252569,-27.4455321899999,3610.10720500907,208083.722952475
36,D1622,SUNNYDENE ROAD PARK,B-RE-0504,227,SUNNYDENE ROAD,CHANDLER,4155,153.191597712193,-27.5176959006972,429.32649498581,8897.71134648697
37,D1623,BRIDGEMAN PLACE PARK,B-RE-0503,20,BRIDGEMAN PLACE,FOREST LAKE,4078,152.976785592913,-27.6120038170197,330.098914984432,4393.56501138335
38,D1624,WATTLE CLOSE PARK,B-RE-0502,19,WATTLE CLOSE,BRIDGEMAN DOWNS,4035,152.993634179418,-27.3660096411707,139.239832838708,980.160305991165
39,D1625,PROSPECT TERRACE PARK (ROAD RESERVE),B-RE-0501,,PROSPECT TERRACE,KELVIN GROVE,4059,153.010682050972,-27.4515349880175,212.03988202098,1312.1191988617
40,D1629,LONGBILL PLACE PARK,B-RE-0500,45,LONGBILL PLACE,TAIGUM,4018,153.051279496891,-27.3381715504456,430.738251361048,8520.93337062044
41,D1630,PORTSIDE PLACE PARK,B-RE-0499,22,PORTSIDE PLACE,BULIMBA,4171,153.053545113571,-27.4424126849986,636.02422778059,5610.58495869413
42,D1631,YORK STREET PARK,B-RE-0498,60,YORK STREET,MORNINGSIDE,4170,153.076654909,-27.459059673,1423.03074715954,31903.3071314064
43,D1632,MULGRAVE CRESCENT PARK,B-RE-0497,2,MULGRAVE CRESCENT,FOREST LAKE,4078,152.975190134847,-27.6131050388383,386.84146802721,4597.11250622174
44,D1633,WALTON'S WAY PARK,B-RE-0656,1062A,WATERWORKS ROAD,THE GAP,4061,152.94661733,-27.4469897769999,837.950216481812,10135.8994785546
45,D1634,IVORY STREET PARK (ROAD RESERVE),B-RE-0655,,IVORY STREET,FORTITUDE VALLEY,4006,153.035359720585,-27.4600532760752,264.747903002105,2677.61613803222
46,D1635,VERA STREET PARK,B-RE-0654,118,WITTON ROAD,INDOOROOPILLY,4068,152.965418596792,-27.5065851639474,217.613072793638,2182.9549751219
47,D1636,COBLE PARK,B-RE-0653,127,ARCHDALE ROAD,FERNY GROVE,4055,152.932477086,-27.3977723479999,654.577459222627,5053.95037294619
48,D1637,ABLINGTON WAY PARK,B-RE-0652,28,ABLINGTON WAY,CARINDALE,4152,153.120484764747,-27.5220116346482,339.436334801657,6302.7518010755
49,D1638,CRIBB ROAD PARK,B-RE-0651,62,CRIBB ROAD,CARINDALE,4152,153.12026872278,-27.5270061761497,1315.00207573331,76182.0699955778
50,D1639,ADAM SMIDDY PARK,B-RE-0650,12,GORDON STREET,MILTON,4064,153.004119636854,-27.4707370749476,150.226180639622,960.266219241803
51,D1640,PAYNE ROAD PARK (NO. 507),B-RE-0649,507,PAYNE ROAD,THE GAP,4061,152.931463339666,-27.4496289582781,560.18528933043,7375.97396886529
52,D1641,CRICKET STREET PARK,B-RE-0648,155,HALE STREET,PETRIE TERRACE,4000,153.01155835019,-27.4629530319119,95.1605160676806,483.371506320471
53,D1642,MONTROSE STREET PARK,B-RE-0647,6,MONTROSE STREET,GORDON PARK,4031,153.02393871396,-27.4216404437429,199.374115143864,1693.61870766267
54,D1643,TOOTH AVENUE PARK (ROAD RESERVE),B-RE-0646,,TOOTH AVENUE,PADDINGTON,4064,152.989738982,-27.4586080029999,617.475600580774,3042.0846854062
55,D1644,DERVEL STREET PARK,B-RE-0645,7,DERVEL STREET,CARINDALE,4152,153.108466235834,-27.5228383070495,177.14699355874,945.282486556521
56,D1645,CONNAH CRESCENT PARK,B-RE-0644,20,CONNAH CRESCENT,CARINDALE,4152,153.108607498669,-27.5218795270695,248.833730484314,2092.09096740831
57,D1648,HALIFAX STREET PARK,B-RE-0643,69,MULGRAVE CRESCENT,FOREST LAKE,4078,152.975411549747,-27.614842920596,156.508235545404,858.869702932997
58,D1649,CLEMBURY PLACE PARK,B-RE-0642,60,FORMBY STREET,CALAMVALE,4116,153.03570607061,-27.6228866134148,276.422523678937,3351.24589721575
59,D1650,SPARKES HILL RESERVE,B-RE-0641,101,SHAND STREET,STAFFORD,4053,153.000350171111,-27.4118615264449,4034.17342752733,211030.596728897
60,D1651,SHAND STREET PARK (NO. 100),B-RE-0640,100,SHAND STREET,STAFFORD,4053,153.003491731037,-27.414832478394,1496.83408373255,55444.0643977441
61,D1652,CARDWELL STREET PARK,B-RE-0639,26,LILYDALE PLACE,FOREST LAKE,4078,152.946467667,-27.610104114,2411.84789565237,51217.9696842546
62,D1655,KURABY BUSHLANDS,B-RE-0638,59,RUBICON CRESCENT,KURABY,4112,153.085802293437,-27.6125236726963,6176.82886714186,678665.409105957
63,D1656,PARADISE ROAD PARK,B-RE-0637,193,BROOKBENT ROAD,PALLARA,4110,153.023529197525,-27.6117241455952,4051.67260901769,158172.754885874
64,D1657,BLAIRMOUNT STREET PARK,B-RE-0636,16,KILLARNEY PLACE,PARKINSON,4115,153.024986409686,-27.6278341304731,247.146108979895,2096.36024613288
65,D1658,CASSIA PLACE PARK,B-RE-0635,77,BRUSHBOX STREET,TAIGUM,4018,153.047778593645,-27.334636245448,292.707509281373,3317.04972275336
66,D1661,BLACKWOOD STREET PARK,B-RE-0378,76,BLACKWOOD STREET,MITCHELTON,4053,152.974339357167,-27.4101045764202,129.858944285812,812.022561441695
67,D1662,UNIVERSITY ROAD PARK (NO. 63),B-RE-0377,63,UNIVERSITY ROAD,MITCHELTON,4053,152.972852811,-27.4088468286666,64.6154180878412,178.247258107989
68,D1663,UNIVERSITY ROAD PARK (NO. 62),B-RE-0376,62,UNIVERSITY ROAD,MITCHELTON,4053,152.972786587236,-27.4091805817826,192.908065169384,1207.50656708921
69,D1664,KYOOMBA STREET PARK,B-RE-0375,47,MARIE STREET,MURARRIE,4172,153.103292292934,-27.4601046476403,165.408451650537,1247.21469592673
70,D1665,IPSWICH ROAD PARK (NO. 2114),B-RE-0371,2,FACTORY ROAD,OXLEY,4075,152.983320129166,-27.566132358569,182.337354036219,2067.25370277388
71,D1666,KANE STREET PARK,B-RE-0370,98,DAWSON PARADE,KEPERRA,4054,152.961720215751,-27.4061491643063,226.406654288659,2187.82456455328
72,D1667,DUGGAN STREET PARK,B-RE-0372,29,DUGGAN STREET,KEPERRA,4054,152.955481899717,-27.4074481131982,426.183258879392,8496.75824134222
73,D1668,ANNANDALE STREET PARK,B-RE-0373,107,ANNANDALE STREET,KEPERRA,4054,152.945017104748,-27.4092048201617,365.803010457716,5672.67855817318
74,D1669,ST HELENS ROAD PARK (NO. 100),B-RE-0374,100,ST HELENS ROAD,MITCHELTON,4053,152.972139115253,-27.3991742645269,378.876244582317,7545.00003061104
75,D1670,GLEN RETREAT ROAD PARK,B-RE-0380,158,FRASERS ROAD,MITCHELTON,4053,152.969074374153,-27.4167922052645,384.276069599459,4597.98310124057
76,D1671,WAMINDA STREET PARK,B-RE-0381,10,FOXTON STREET,MORNINGSIDE,4170,153.067872401277,-27.4742402727715,315.501688401256,4289.83448291688
77,D1672,OSBORNE ROAD PARK (NO. 76-84),B-RE-0382,84,OSBORNE ROAD,MITCHELTON,4053,152.976710350293,-27.410641189521,362.137899847547,6071.23652312643
78,D1673,NORTH ROAD PARK,B-RE-0383,255,QUEENS PARADE,BRIGHTON,4017,153.052012759495,-27.2947897171977,148.266417663416,1367.4300415707
79,D1674,BEAK STREET PARK,B-RE-0384,31,HALL AVENUE,NORMAN PARK,4170,153.065593405,-27.480041088,191.532504036208,785.256671106712
80,D1675,FIDDLEWOOD PLACE PARK,B-RE-0385,46,ARBOUR STREET,BRIDGEMAN DOWNS,4035,152.992871,-27.369759336,1838.31434929399,24862.69872167
81,D1676,PALLARA PARK,B-RE-0386,380,GOODERHAM ROAD,WILLAWONG,4110,153.011857750625,-27.6113825412389,1779.04889738108,163669.346214642
82,D1677,SWEETS ROAD PARK,B-RE-0387,380,GOODERHAM ROAD,WILLAWONG,4110,153.010150236262,-27.6143179456468,1380.30686968169,107963.432922519
83,D1678,MORNINGTON CRESCENT PARK,B-RE-0388,51,AVON STREET,MORNINGSIDE,4170,153.078729364978,-27.4694456765515,341.59262743492,6448.46815831997
84,D1679,KINNEN STREET PARK,B-RE-0389,165,PICKERING STREET,ENOGGERA,4051,152.990965897258,-27.418391518096,392.368563958887,9516.24415381678
85,D1680,MT PETRIE ROAD PARK,B-RE-0451,422,MT PETRIE ROAD,MACKENZIE,4156,153.123473061395,-27.5407925921652,1517.53506982157,44226.218003477
86,D1681,MIAWELA STREET PARK,B-RE-0450,34A,MIAWELA STREET,SEVEN HILLS,4170,153.076011899611,-27.4765410828,616.260358129443,6625.99271730123
87,D1682,MEIERS ROAD PARK (ROAD RESERVE),B-RE-0449,,MEIERS ROAD,INDOOROOPILLY,4068,153.000976704,-27.516912114,2480.39454352474,22466.6544730068
88,D1683,PRINCETON PLACE PARK,B-RE-0448,15,PRINCETON PLACE,FOREST LAKE,4078,152.97445784458,-27.6264529944119,947.147336188513,10653.0601750561
89,D1684,GIBSON PLACE PARK (NO. 18),B-RE-0447,18,GIBSON PLACE,BROOKFIELD,4069,152.917316994392,-27.5102802204536,193.700570510581,762.504316053257
90,D1394,BARRETT STREET PARK (WATER RESERVE),B-RE-2352,20,SNOOKER STREET,BRACKEN RIDGE,4017,153.031533827562,-27.3211600213745,2478.47646993226,99409.9691242745
91,D1398,LOTA POINT PARK (ROAD RESERVE),B-RE-2351,,ESPLANADE,LOTA,4179,153.192783944846,-27.4739573318804,717.141409060712,7499.57542633291
92,D1399,EDENBROOKE PARK,B-RE-2350,97,EDENBROOKE DRIVE,SEVENTEEN MILE ROCKS,4073,152.951602094,-27.554361759,6466.01912149211,272130.019606231
93,D1400,JALOON STREET PARK,B-RE-2349,50,JALOON STREET,ASHGROVE,4060,152.975745649501,-27.4494101663631,649.415961522934,6275.58186650083
94,D1402,LANG STREET PARK,B-RE-2348,25,LANG STREET,SUNNYBANK HILLS,4109,153.047748750466,-27.5845224875541,187.023363699074,1835.48944074687
95,D1403,MCCORMACK AVENUE PARK (ROAD RESERVE),B-RE-2347,,MCCORMACK AVENUE,ASHGROVE,4060,152.992461112612,-27.4350011731388,723.040805045664,9526.72158061981
96,D1404,MOOLA ROAD PARK (ROAD RESERVE),B-RE-2346,,MOOLA ROAD,ASHGROVE,4060,152.9816566916,-27.4406609362677,113.589551589675,487.873768906815
97,D1405,NELL JONES OAM PARK,B-RE-2345,34A,PERKINS STREET,SANDGATE,4017,153.068380973614,-27.3149296557047,684.861578197815,3370.10738240719
98,D1406,RODE ROAD PARK (ROAD RESERVE),B-RE-2344,,SANDGATE ROAD,NUNDAH,4012,153.058950694205,-27.3976218111256,160.526337449289,1207.93807979918
99,D1407,LEWORTHY STREET PARK,B-RE-2343,63,LEWORTHY STREET,BARDON,4065,152.976902826614,-27.4621849948931,201.232336622606,1597.32827191526
100,D1408,STANLEY RICHARDSON PLACE PARK (ROAD RESERVE),B-RE-2342,,OATES PARADE,NORTHGATE,4013,153.073886175317,-27.3927754337906,129.164944849104,972.892848448484
101,D1409,TOM BURNS PLACE,B-RE-2341,,WYNNUM NORTH ESPLANADE,WYNNUM,4178,153.173029270082,-27.4340501839055,897.892290999286,4116.47234785622
102,D1411,WALLACE PLACE PARK (ROAD RESERVE),B-RE-2340,,LUTWYCHE ROAD,LUTWYCHE,4030,153.033239879286,-27.4252824824586,113.769136513661,533.127674342127
103,D1412,LITTLE BAYSIDE PARK,B-RE-2339,42,FAIRLEAD CRESCENT,MANLY,4179,153.18682701,-27.4568966489999,1570.30180296357,17045.4084330457
104,D1413,QUEENSLAND MARITIME MUSEUM PARK,B-RE-2338,412,STANLEY STREET,SOUTH BRISBANE,4101,153.026545298214,-27.4819474004706,776.651101089354,18960.8115543385
105,D1414,TURRBAL PLACE PARK,B-RE-2337,26,TURRBAL PLACE ASPLEY,ASPLEY,4034,153.007092189,-27.358617431,2367.49177581084,66339.3776146966
106,D1415,CASSANDRA CRESCENT PARK,B-RE-2336,41,CASSANDRA CRESCENT,BELMONT,4153,153.119980660588,-27.4798199569377,1564.52066340331,70032.7272362427
107,D1416,SUNSET ROAD PARK,B-RE-2335,88,SUNSET ROAD,KENMORE,4069,152.938024148719,-27.5253915921152,1491.54357488503,23125.9549698233
108,D1417,GOLDEN OAK CRESCENT PARK,B-RE-2334,26,COWELL STREET,CARINDALE,4152,153.115941172267,-27.5258026519564,295.984356754674,4619.18419839972
109,D1418,WACOL STATION ROAD PARK,B-RE-2333,427,WACOL STATION ROAD,SUMNER,4074,152.923942738,-27.563908719,4109.1152057884,152519.536328388
110,D1419,FOXTON STREET PARK (NO. 130),B-RE-2292,130,FOXTON STREET,MORNINGSIDE,4170,153.074782914073,-27.4750055122571,422.509647215272,4610.34736315698
111,D1420,CHRISTIAN AND MARGARET NIELSEN PARK,B-RE-2291,17,PARKSIDE CRESCENT,THE GAP,4061,152.936924222,-27.455183774,2226.11193508671,39566.8723630755
112,D1421,HEUSSLER TERRACE PARK (ROAD RESERVE),B-RE-2290,,HEUSSLER TERRACE,MILTON,4064,153.003928243314,-27.4654459792014,156.464400123037,1206.08415667166
113,D1422,RICHLANDS DEPOT PARK,B-RE-2289,48,GOVERNMENT ROAD,INALA,4077,152.958786338234,-27.6004416858697,749.985853541077,27858.1087130532
114,D1423,QUARRY PARK,B-RE-2288,39,QUARRY ROAD,ALDERLEY,4051,152.997634471754,-27.425150924342,323.148671639454,5668.65461808706
115,D1424,BLACKBUTT PLACE PARK,B-RE-2287,23A,BLACKBUTT PLACE,BROOKFIELD,4069,152.927067876571,-27.5045100615642,4344.70047326935,108470.917167586
116,D1425,TANGY STREET PARK,B-RE-2250,23A,BLACKBUTT PLACE,BROOKFIELD,4069,152.923228014435,-27.5077065805502,447.548174352099,5424.08306403027
117,D1426,SIR JAMES KILLEN RESERVE,B-RE-2249,154,STONES ROAD,SUNNYBANK HILLS,4109,153.050933148519,-27.5870976543289,597.455431887439,22158.2852189418
118,D1427,BARDON ESPLANADE PARK (ROAD RESERVE),B-RE-2248,,BARDON ESPLANADE,BARDON,4065,152.974033636,-27.4572083049999,1036.54008400611,8974.0243745281
119,D1428,KARUMBA PLACE PARK,B-RE-2247,443,SUMNERS ROAD,RIVERHILLS,4074,152.903640496188,-27.5594450280476,3006.8210737729,85878.7761218262
120,D1429,RANSOME ROAD PARK,B-RE-2246,515,RANSOME ROAD,RANSOME,4154,153.187692945451,-27.4776876888317,4545.29170386416,382555.412119777
121,D1430,GREEN HILL RESERVOIR PARK,B-RE-2245,176,RUSSELL TERRACE,CHAPEL HILL,4069,152.9575391295,-27.4955713651441,1438.81805020254,105277.253506217
122,D1431,ANDREW STREET PARK,B-RE-2244,54,ANDREW STREET,BALMORAL,4171,153.065865038568,-27.4519725581345,389.992085972726,6187.33976387982
123,D1432,MYUNA STREET PARK,B-RE-2243,127,LYTTON ROAD,BULIMBA,4171,153.067983048,-27.4516811706031,700.985571400656,14782.8921502808
124,D1433,SORRENTO CLOSE PARK,B-RE-2242,7,SIROCCO PLACE,CARINDALE,4152,153.118115613574,-27.5011510052011,91.6700659426746,369.699320387364
125,D1434,HILL ROAD PARK,B-RE-2241,134A,HILL ROAD,RUNCORN,4113,153.076912405,-27.590710069,713.9018130727,4173.31141091521
126,D1435,PERKINS STREET PARK (LOT 403),B-RE-2240,15,PERKINS STREET,CALAMVALE,4116,153.04676892153,-27.6211538211864,331.986708507893,6178.18660162114
127,D1436,ASSEMBLY STREET PARK,B-RE-2239,61,ASSEMBLY STREET,SALISBURY,4107,153.024246683186,-27.5477382385504,807.755315343982,19288.1479799919
128,D1437,RAINBOW LORIKEET PARK,B-RE-2238,25,CROKER STREET,ASPLEY,4034,153.032914306232,-27.3693030708521,932.722051145777,32309.2685822858
129,D1438,CORYPHA CRESCENT PARK,B-RE-2237,11,RAINCLIFFE PLACE,CALAMVALE,4116,153.05805872034,-27.623034741609,310.340541765495,5509.75567921554
130,D1439,CHIPPENDALL ST CEMETERY PARK,B-RE-2236,16,HALE STREET,MILTON,4064,153.010062789568,-27.4659578150932,148.592209401317,787.99916821584
131,D1440,CLYDE STREET PARK,B-RE-0493,26,MUSGRAVE ROAD,PETRIE TERRACE,4000,153.01282755516,-27.4589415432554,111.411223118461,749.773453432512
132,D1441,MURARRIE ROAD PARK (NO. 315-327),B-RE-0492,315,MURARRIE ROAD,TINGALPA,4173,153.113554108136,-27.4704788878763,875.949031447224,13804.8151346893
133,D1443,BOUNDARY STREET PARK (NO. 148-188),B-RE-0491,148,BOUNDARY STREET,TINGALPA,4173,153.121384259859,-27.4668657464214,778.286416699621,36882.2783943001
134,D1444,SIR MANUEL HORNIBROOK PARK,B-RE-0490,53A,VERNON TERRACE,TENERIFFE,4005,153.050269478,-27.4544798439999,1413.00860420973,4256.07831628445
135,D1445,NESTOR AVENUE PARK,B-RE-0489,53,NESTOR AVENUE,BARDON,4065,152.976157670915,-27.4628225890004,209.924763670275,2184.47555209469
136,D1446,ASSEMBLY STREET PARK (NO. 75),B-RE-0488,75,ASSEMBLY STREET,SALISBURY,4107,153.025521478765,-27.5486994554427,230.60986326863,946.447813521663
137,D1447,ROSEGLEN STREET PARK (NO.30),B-RE-0487,38,ROSEGLEN STREET,GREENSLOPES,4120,153.047437466905,-27.5156608424156,2132.1126339055,54049.1492082136
138,D1448,FLAME TREE CRESCENT PARK,B-RE-0486,28,FLAME TREE CRESCENT,CARINDALE,4152,153.099438762475,-27.516340438553,303.683648585684,3206.21636918911
139,D1449,LAWRENCE CLOSE PARK,B-RE-0485,19,LAWRENCE CLOSE,ROBERTSON,4109,153.051137341252,-27.5620424023728,305.141072318787,4201.36546997527
140,D1450,ESTATE PLACE PARK,B-RE-0484,13,ESTATE PLACE,HOLLAND PARK WEST,4121,153.06119195805,-27.5360093505834,304.192806941659,3370.42754467348
141,D1451,PEDEN COURT PARK,B-RE-0483,9,PEDEN COURT,CALAMVALE,4116,153.047327844,-27.6184041559999,593.147767738741,9930.38156373476
142,D1452,NEWBURY PLACE PARK,B-RE-0482,61A,CRIBB ROAD,CARINDALE,4152,153.119975879691,-27.5236973354079,1302.22496240415,37717.9807566168
143,D1453,SHEFFIELD PLACE PARK,B-RE-0481,20,ABERDEEN CRESCENT,KURABY,4112,153.090393569576,-27.6092543716621,438.188729955896,8245.4657947537
144,D1454,SHILLINGTON PLACE PARK,B-RE-0480,590A,MT GRAVATT-CAPALABA ROAD,WISHART,4122,153.107546877263,-27.5481659943507,197.647479249163,1654.47273398269
145,D1455,FLORIBUNDA PLACE PARK,B-RE-0479,25,FLORIBUNDA STREET,SUNNYBANK HILLS,4109,153.046623216446,-27.5937385676789,328.433381263421,4201.70593936085
146,D1456,ST VINCENTS ROAD PARK,B-RE-0478,562,ST VINCENTS ROAD,NUDGEE,4014,153.091351075775,-27.3652326432549,491.561031177241,13246.3778169224
147,D1457,BURWOOD ROAD PARK,B-RE-0477,23,BROOK STREET,EVERTON PARK,4053,152.986482622071,-27.4101639003298,371.698168734099,6627.08645731632
148,D1459,CURRINGA STREET PARK,B-RE-0476,191,WECKER ROAD,MANSFIELD,4122,153.104170205,-27.534841039,306.642812086671,1859.29904390305
149,D1460,EASTGATE STREET PARK,B-RE-0475,36,MEADOWLANDS ROAD,CARINA,4152,153.104785514199,-27.4902516020472,203.650959116156,2414.60322337485
150,D1461,IRIS PLACE PARK,B-RE-0474,15A,MARIGOLD CLOSE,FITZGIBBON,4018,153.033102329,-27.342970749,4767.34962590327,115637.353688142
151,D1463,HAMISH STREET PARK,B-RE-0473,70,MURPHY STREET,CALAMVALE,4116,153.044116362008,-27.6189297870071,596.72262921247,22680.2069657614
152,D1464,ACORN CIRCUIT PARK,B-RE-0472,46A,BOSS ROAD,FOREST LAKE,4078,152.966523476205,-27.6085691055959,328.580689473087,5281.96429768532
153,D1465,MAYNARD PLACE PARK,B-RE-2222,15,ADAMSON WAY,RUNCORN,4113,153.071620557868,-27.6061834076439,440.137836394502,11964.7296737453
154,D1467,TELEGRAPH ROAD PARK,B-RE-2221,3,GAWLER CRESCENT,BRACKEN RIDGE,4017,153.021621763977,-27.3283944421619,2004.17580259835,164939.539684183
155,D1468,BARODA STREET PARK,B-RE-2220,131,ORANGE GROVE ROAD,COOPERS PLAINS,4108,153.040399653635,-27.564133117407,333.139401358388,3739.62972586305
156,D1469,ANCASTER ROAD PARK,B-RE-2219,91,MCGREGOR WAY,FERNY GROVE,4055,152.916389328945,-27.4043454059059,918.714065058277,31781.4387040384
157,D1470,NORTHUMBRIA ROAD PARK,B-RE-2218,389,ABERDEEN PARADE,BOONDALL,4034,153.074441318912,-27.357477668249,1077.02174775887,61979.904885692
158,D1471,STONES ROAD PARK,B-RE-2217,392,BEENLEIGH ROAD,SUNNYBANK,4109,153.050689405263,-27.5821545486853,172.955957232021,1828.86230138458
159,D1472,JOY TAYLOR PARK,B-RE-2216,29A,APPLEYARD CRESCENT,COOPERS PLAINS,4108,153.042676872226,-27.5691198638925,368.024149000414,7965.1387496427
160,D1473,ARTHUR ALFRED POINTER PARK,B-RE-2215,1,CLARE PLACE,THE GAP,4061,152.933181413838,-27.4536276840048,998.346034282038,16307.3208734871
161,D1474,MOSES ADSETT PARK,B-RE-2214,6,CLARE PLACE,THE GAP,4061,152.934900083438,-27.4551427241651,570.44043785293,10397.7546073766
162,D1476,RYAN STREET PARK (NO. 115),B-RE-2213,115,RYAN STREET,WEST END,4101,153.006630325386,-27.4898471468394,82.5476886180575,429.118218128318
163,D1477,BOUNDARY STREET PARK (NO. 349),B-RE-2212,29A,GLENFIELD STREET,WEST END,4101,153.01017500858,-27.4899346156898,175.293815733814,1112.60015715967
164,D1478,DAUPHIN TERRACE PARK,B-RE-2211,35,FRASER TERRACE,HIGHGATE HILL,4101,153.014543654523,-27.4902518989344,201.293085642913,2448.47826649083
